Date;Cantidad
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;29
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;1
2017-10-07;3
2017-10-07;1
2017-10-07;1
2017-10-07;8
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;4
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;3
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;10
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;3
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;7
2017-10-08;1
2017-10-08;1
2017-10-08;4
2017-10-08;1
2017-10-08;2
2017-10-08;2
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;3
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;4
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;2
2017-10-08;2
2017-10-08;2
2017-10-08;1
2017-10-08;3
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;4
2017-10-08;1
2017-10-08;1
2017-10-08;2
2017-10-08;2
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-08;1
2017-10-09;2
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;2
2017-10-09;1
2017-10-09;2
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;5
2017-10-09;1
2017-10-09;6
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-09;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;2
2017-10-10;1
2017-10-10;3
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;3
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;3
2017-10-10;2
2017-10-10;1
2017-10-10;2
2017-10-10;4
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;1
2017-10-10;4
2017-10-10;1
2017-10-10;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;7
2017-10-11;16
2017-10-11;30
2017-10-11;35
2017-10-11;1
2017-10-11;2
2017-10-11;1
2017-10-11;38
2017-10-11;42
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;32
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;2
2017-10-11;1
2017-10-11;2
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;3
2017-10-11;1
2017-10-11;1
2017-10-11;7
2017-10-11;5
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;1
2017-10-11;3
2017-10-11;41
2017-10-11;40
2017-10-11;17
2017-10-11;19
2017-10-11;41
2017-10-11;18
2017-10-11;23
2017-10-11;1
2017-10-11;47
2017-10-11;43
2017-10-11;1
2017-10-11;56
2017-10-11;38
2017-10-11;1
2017-10-11;13
2017-10-11;40
2017-10-11;1
2017-10-11;18
2017-10-11;1
2017-10-11;17
2017-10-11;25
2017-10-11;1
2017-10-11;8
2017-10-11;27
2017-10-11;42
2017-10-11;28
2017-10-11;34
2017-10-11;36
2017-10-11;80
2017-10-11;29
2017-10-11;45
2017-10-11;60
2017-10-11;21
2017-10-11;16
2017-10-11;42
2017-10-11;70
2017-10-11;35
2017-10-11;41
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;3
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;2
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;3
2017-10-12;1
2017-10-12;1
2017-10-12;2
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;8
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;4
2017-10-12;15
2017-10-12;11
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;3
2017-10-12;1
2017-10-12;3
2017-10-12;1
2017-10-12;2
2017-10-12;2
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;2
2017-10-12;2
2017-10-12;4
2017-10-12;1
2017-10-12;4
2017-10-12;1
2017-10-12;1
2017-10-12;2
2017-10-12;1
2017-10-12;1
2017-10-12;2
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-12;2
2017-10-12;1
2017-10-12;1
2017-10-12;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;2
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;30
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;2
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;2
2017-10-13;2
2017-10-13;7
2017-10-13;7
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;4
2017-10-13;1
2017-10-13;15
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;3
2017-10-13;1
2017-10-13;2
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;2
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;5
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;61
2017-10-13;1
2017-10-13;2
2017-10-13;40
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-13;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;2
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;5
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;2
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;25
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;3
2017-10-14;3
2017-10-14;3
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;3
2017-10-14;3
2017-10-14;3
2017-10-14;2
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;2
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;29
2017-10-14;7
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;2
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;2
2017-10-14;1
2017-10-14;1
2017-10-14;40
2017-10-14;2
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-14;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;2
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;2
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;74
2017-10-15;4
2017-10-15;1
2017-10-15;1
2017-10-15;2
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
2017-10-15;1
